
International Seismological Centre
ISC: Focal Mechanism solutions

Any use of data from the ISC should be cited. The correct format for citations may be found on our citation page.

The ISC Bulletin has now been completely rebuilt for the period 1964-2010. As a result, the ISC hypocentre solutions and magnitudes for the entire period of 1964-latest are based on the ak135 velocity model and the location procedure that is currently used in operations. The Bulletin has been cleaned up and a considerable number of previously unavailable data of permanent and temporary seismic deployments have been added.

Once the search has completed, a compressed KML file will be available to view the results in Google Earth.

Make an event map
Search summary:
Database: ISC Bulletin
Search type: Rectangular search
Latitude range: 35 to 39
Longitude range: 139 to 143
Start date: 2012-09-01 00:00:00
End date: 2020-10-01 00:00:00
Events found: 3446

Data on or after 2017/10/01 have not been reviewed by the ISC.

DATA_TYPE FOCAL_MECHANISM_SOLUTIONS
ISC Bulletin
--EVENT--|------------------------------ORIGIN------------------------------|FM AUTHOR|----MOMENT---|-----------MOMENT TENSOR COMPONENTS---------|---------------NODAL PLANES--------------|-----------------------PRINCIPAL AXES-------------------------|
 EVENT_ID,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,CENTROID,AUTHOR   ,EX,MO   ,MW  ,EX,MRR   ,MTT   ,MPP   ,MRT   ,MTP   ,MPR   ,STRIKE,DIP  ,RAKE   ,STRIKE,DIP  ,RAKE   ,EX,T_VAL ,T_PL ,T_AZM ,P_VAL ,P_PL ,P_AZM ,N_VAL ,N_PL ,N_AZM 
607503386,NEIC     ,2015-07-21,09:16:49.30, 37.8374, 141.7633, 62.0,        ,NEIC     ,16,2.290, 4.8,16, 1.034, 1.104,-2.137, 1.036, 0.696,-0.493, 26.04,50.91, 154.43,132.83,70.42,  42.01,16, 2.111,43.00,357.00,-2.429,12.00,255.00, 0.317,44.00,153.00
607503386,NIED     ,2015-07-21,09:16:49.48, 37.8357, 141.6983, 64.7,        ,NIED     ,16,1.870, 4.8,16, 1.220, 0.387,-1.607, 0.986, 0.474,-0.419, 16.00,42.00, 139.00,139.00,64.00,  56.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607503386,GCMT     ,2015-07-21,09:16:52.50, 37.9200, 141.5900, 62.3,TRUE    ,GCMT     ,16,2.486, 4.9,16, 1.320, 0.773,-2.100, 1.390, 0.819,-0.448, 18.00,46.00, 148.00,132.00,68.00,  49.00,16, 2.470,50.00,356.00,-2.501,13.00,250.00, 0.024,37.00,150.00
607673394,NIED     ,2015-07-22,18:49:38.15, 36.4808, 140.9292, 17.5,        ,NIED     ,14,6.370, 3.8,14,-1.872,-4.369, 6.241, 0.744,-2.663, 2.173,209.00,84.00, -23.00,302.00,67.00,-174.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
610636070,ISC      ,2015-07-24,19:30:56.36, 35.5221, 141.1396, 33.0,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 34.08,87.75, 114.64,128.96,24.74,   5.37,  ,      ,42.06,327.48,      ,37.91,102.13,      ,24.62,213.05
610636070,NEIC     ,2015-07-24,19:30:56.90, 35.5422, 141.1628, 39.0,        ,NEIC     ,16,2.140, 4.8,16, 1.283,-0.329,-0.955, 0.380,-0.347, 1.732, 14.62,73.11,  85.61,209.43,17.43, 104.16,16, 2.237,62.00,278.00,-2.036,28.00,108.00,-0.201, 4.00, 16.00
610636070,NIED     ,2015-07-24,19:30:57.08, 35.5752, 141.0465, 37.5,        ,NIED     ,16,4.590, 5.0,16, 2.618, 0.289,-2.907, 1.540, 0.183, 3.320, 18.00,72.00, 105.00,157.00,23.00,  51.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
610636070,GCMT     ,2015-07-24,19:30:59.60, 35.5400, 141.1500, 38.5,TRUE    ,GCMT     ,16,4.216, 5.0,16, 3.960,-0.502,-3.460, 0.725,-0.403, 1.820, 14.00,59.00,  96.00,183.00,32.00,  81.00,16, 4.459,76.00,300.00,-3.973,14.00, 99.00,-0.488, 5.00,191.00
607673715,NIED     ,2015-07-27,14:04:52.25, 35.8147, 140.9653, 30.7,        ,NIED     ,14,5.250, 3.7,14,-3.966, 2.713, 1.253, 2.469,-2.905, 0.830,152.00,42.00, -49.00,283.00,60.00,-120.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607673729,JMA      ,2015-07-27,16:50:44.80, 36.1500, 140.0800, 53.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,121.00,87.00, -90.00,310.00, 3.00, -81.00,  ,      ,42.00,211.00,      ,48.00, 30.00,      , 0.00,121.00
607673802,NIED     ,2015-07-28,23:45:03.92, 38.6747, 142.2067, 39.3,        ,NIED     ,14,7.110, 3.8,14, 2.593,-0.135,-2.458, 4.198,-0.943, 5.070, 38.00,79.00,  97.00,183.00,13.00,  55.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
611878988,JMA      ,2015-07-29,12:34:54.00, 36.0700, 139.8600, 45.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 41.00,67.00,  80.00,244.00,25.00, 111.00,  ,      ,67.00,293.00,      ,21.00,138.00,      , 9.00, 45.00
611878988,NIED     ,2015-07-29,12:34:54.08, 36.0747, 139.8593, 45.3,        ,NIED     ,15,1.360, 4.0,15, 0.840,-1.002, 0.162, 0.520,-0.275, 0.795, 49.00,69.00,  64.00,283.00,33.00, 139.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607574730,JMA      ,2015-07-30,08:16:14.70, 37.1000, 140.6800,  8.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 28.00,40.00,-111.00,235.00,53.00, -74.00,  ,      , 7.00,313.00,      ,75.00,195.00,      ,13.00, 45.00
607673973,NIED     ,2015-07-31,15:51:45.05, 36.3163, 141.5387, 54.1,        ,NIED     ,15,2.070, 4.1,15, 0.965, 0.140,-1.106, 1.059,-0.622, 1.329, 37.00,74.00, 102.00,180.00,20.00,  55.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607673994,JMA      ,2015-07-31,23:44:24.40, 36.3100, 140.0200, 72.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,189.00,28.00, 102.00,355.00,62.00,  83.00,  ,      ,72.00,250.00,      ,17.00, 90.00,      , 6.00,358.00
608753692,JMA      ,2015-08-01,00:07:01.90, 35.9400, 139.8100, 77.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 91.00,22.00, -62.00,242.00,71.00,-101.00,  ,      ,25.00,340.00,      ,63.00,135.00,      ,10.00,245.00
607575609,ISC      ,2015-08-01,00:23:00.05, 38.6568, 142.3642, 40.2,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 91.31, 8.01, -17.45,198.59,87.60, -97.65,  ,      ,42.12,295.88,      ,46.87,100.68,      , 7.64,198.92
607575609,NIED     ,2015-08-01,00:23:00.40, 38.7140, 142.2193, 39.9,        ,NIED     ,15,5.840, 4.4,15,-0.091, 1.241,-1.149, 3.556,-0.472, 4.503, 40.00,89.00, 101.00,137.00,11.00,   7.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607575609,NEIC     ,2015-08-01,00:23:01.60, 38.7630, 142.1583, 41.0,        ,NEIC     ,15,4.650, 4.4,15, 0.833, 0.651,-1.484, 2.504, 0.589, 3.648, 30.90,85.85, 105.49,135.52,16.02,  15.19,15, 4.868,47.00,317.00,-4.386,39.00,107.00,-0.482,15.00,210.00
607605453,ISC      ,2015-08-01,14:24:42.20, 38.3647, 141.9728, 55.1,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 80.69,35.59, 154.68,191.73,75.59,  57.10,  ,      ,48.68, 66.16,      ,23.52,306.49,      ,31.74,200.88
607605453,NIED     ,2015-08-01,14:24:43.74, 38.3685, 141.8288, 63.0,        ,NIED     ,15,5.800, 4.4,15, 2.611, 2.037,-4.647, 2.504,-3.310,-0.556, 59.00,65.00, 147.00,165.00,60.00,  29.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608754502,NIED     ,2015-08-02,21:57:56.88, 38.2823, 141.6167, 53.2,        ,NIED     ,14,1.370, 3.4,14, 0.964,-0.584,-0.380, 0.390,-0.371, 0.959, 32.00,70.00,  77.00,245.00,24.00, 121.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607637000,ISC      ,2015-08-03,05:30:11.09, 37.8021, 141.6398, 51.3,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 56.03,69.84,  93.49,226.00,20.45,  80.59,  ,      ,64.99,331.87,      ,24.76,143.31,      , 3.27,234.82
607637000,NIED     ,2015-08-03,05:30:10.39, 37.7682, 141.6162, 48.7,        ,NIED     ,16,3.780, 5.0,16, 1.863,-0.240,-1.623, 1.121,-0.737, 3.062, 21.00,75.00,  88.00,207.00,15.00,  96.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607637000,NEIC     ,2015-08-03,05:30:11.40, 37.7737, 141.5690, 51.0,        ,NEIC     ,16,3.760, 5.0,16, 0.974, 0.335,-1.309, 1.501,-0.763, 3.149, 25.68,79.89,  92.48,191.84,10.40,  76.38,16, 3.409,55.00,299.00,-4.033,35.00,114.00, 0.624, 2.00,205.00
607637000,GCMT     ,2015-08-03,05:30:14.30, 37.8700, 141.5900, 49.5,TRUE    ,GCMT     ,16,5.474, 5.1,16, 4.400,-0.794,-3.610, 1.640,-1.180, 3.080, 25.00,65.00,  94.00,196.00,25.00,  82.00,16, 5.669,70.00,303.00,-5.279,20.00,112.00,-0.395, 3.00,203.00
607643885,JMA      ,2015-08-04,15:51:07.40, 36.0200, 140.0800, 62.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,  4.00,62.00,  84.00,196.00,28.00, 101.00,  ,      ,72.00,261.00,      ,17.00, 98.00,      , 5.00,  6.00
610636506,ISC      ,2015-08-05,11:56:09.56, 37.4757, 141.5204, 52.5,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 40.19,76.63, 117.83,153.83,30.64,  26.97,  ,      ,50.52,341.47,      ,26.42,108.56,      ,27.01,213.23
610636506,JMA      ,2015-08-05,11:56:09.40, 37.5200, 141.4700, 50.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 11.00,46.00,  86.00,197.00,44.00,  94.00,  ,      ,87.00,212.00,      , 1.00,104.00,      , 3.00, 14.00
610636506,NIED     ,2015-08-05,11:56:09.41, 37.5193, 141.4678, 49.6,        ,NIED     ,16,3.490, 5.0,16, 2.020,-0.097,-1.923, 1.026,-0.894, 2.542, 22.00,71.00,  90.00,202.00,19.00,  90.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
610636506,NEIC     ,2015-08-05,11:56:10   , 37.5200, 141.5000, 50.5,TRUE    ,NEIC     ,16,3.180, 4.9,16, 1.991, 0.018,-2.008, 0.739,-0.308, 2.339, 15.00,70.00,  95.00,181.00,20.00,  76.00,16, 3.163,64.00,294.00,-3.196,25.00,102.00, 0.032, 5.00,194.00
610636506,GCMT     ,2015-08-05,11:56:13.10, 37.6000, 141.4400, 48.9,TRUE    ,GCMT     ,16,4.985, 5.1,16, 4.290,-0.958,-3.330, 1.220,-0.988, 2.730, 22.00,63.00,  92.00,198.00,27.00,  86.00,16, 5.289,72.00,296.00,-4.680,18.00,111.00,-0.606, 2.00,201.00
608095388,NIED     ,2015-08-05,21:32:06.80, 37.1507, 142.2820, 16.7,        ,NIED     ,14,9.060, 3.9,14,-1.225, 0.378, 0.847,-2.994,-0.646, 8.462,160.00,86.00, -88.00,310.00, 4.00,-120.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607645285,JMA      ,2015-08-06,01:45:23.90, 35.8300, 140.9200, 35.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,157.00,81.00, 149.00,252.00,60.00,  11.00,  ,      ,28.00,110.00,      ,14.00,208.00,      ,58.00,322.00
607645285,NIED     ,2015-08-06,01:45:23.94, 35.8305, 140.9215, 34.9,        ,NIED     ,15,5.840, 4.4,15,-2.305,-2.254, 4.559, 3.149, 2.760,-1.107,237.00,62.00, -32.00,342.00,62.00,-148.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608095408,JMA      ,2015-08-06,05:26:58.20, 35.5600, 141.0500, 37.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 69.00,65.00,  85.00,261.00,25.00, 101.00,  ,      ,69.00,329.00,      ,20.00,163.00,      , 5.00, 71.00
608095408,NIED     ,2015-08-06,05:26:58.29, 35.5630, 141.0457, 37.1,        ,NIED     ,15,2.100, 4.1,15, 0.704,-0.263,-0.441, 0.382,-0.124, 1.980, 12.00,82.00,  88.00,207.00, 8.00, 105.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
610636539,ISC      ,2015-08-06,09:22:28.92, 36.4569, 140.6373, 56.4,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 41.85,73.27, 121.37,157.13,35.15,  30.01,  ,      ,51.42,348.03,      ,22.00,108.46,      ,29.90,211.90
610636539,ISC      ,2015-08-06,09:22:28.92, 36.4569, 140.6373, 56.4,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 29.16,68.87,  61.75,265.31,34.75, 140.77,  ,      ,56.71,261.59,      ,19.04,139.90,      ,26.20, 40.12
610636539,JMA      ,2015-08-06,09:22:29.00, 36.4400, 140.6200, 55.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 19.00,62.00,  86.00,208.00,28.00,  98.00,  ,      ,73.00,279.00,      ,17.00,112.00,      , 4.00, 21.00
610636539,NIED     ,2015-08-06,09:22:29.04, 36.4393, 140.6188, 54.8,        ,NIED     ,16,5.240, 5.1,16, 3.644,-0.287,-3.357, 1.061,-1.042, 3.599, 17.00,68.00,  90.00,198.00,22.00,  91.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
610636539,GCMT     ,2015-08-06,09:22:31.50, 36.4600, 140.6900, 57.7,TRUE    ,GCMT     ,16,6.667, 5.1,16, 5.710,-0.363,-5.340, 0.845,-1.970, 3.050, 17.00,59.00,  88.00,201.00,31.00,  93.00,16, 6.512,76.00,282.00,-6.822,14.00,109.00, 0.316, 2.00, 18.00
610636539,NEIC     ,2015-08-06,09:22:32   , 36.5000, 140.7200, 60.5,TRUE    ,NEIC     ,16,7.640, 5.2,16, 7.046,-1.209,-5.837, 1.272,-2.165, 3.075, 22.00,58.00,  90.00,201.00,32.00,  89.00,16, 7.810,77.00,293.00,-7.455,13.00,112.00,-0.354, 0.00,202.00
607726080,JMA      ,2015-08-07,21:43:27.00, 38.9900, 141.7500, 68.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 61.00,48.00, 156.00,168.00,73.00,  44.00,  ,      ,43.00, 34.00,      ,15.00,289.00,      ,43.00,185.00
607726080,NIED     ,2015-08-07,21:43:27.01, 38.9920, 141.7480, 67.8,        ,NIED     ,14,8.250, 3.9,14, 6.828,-1.536,-5.292, 1.829,-4.180,-2.948, 55.00,44.00, 125.00,191.00,55.00,  61.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608095554,NIED     ,2015-08-09,02:08:55.82, 38.2143, 141.4478, 65.7,        ,NIED     ,14,3.190, 3.6,14, 1.928,-0.476,-1.453,-0.960,-0.282,-2.508, 13.00,16.00,  84.00,200.00,74.00,  92.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607647608,JMA      ,2015-08-09,09:18:15.80, 35.4100, 140.0500, 67.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,185.00,29.00, -74.00,346.00,63.00, -99.00,  ,      ,17.00, 83.00,      ,71.00,237.00,      , 8.00,351.00
607647608,NIED     ,2015-08-09,09:18:15.86, 35.4105, 140.0450, 66.5,        ,NIED     ,15,2.880, 4.2,15,-2.853, 0.572, 2.281,-0.269,-1.158,-0.272,146.00,44.00,-100.00,340.00,47.00, -80.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608095598,NIED     ,2015-08-09,20:36:01.75, 38.2953, 141.8432, 47.0,        ,NIED     ,14,4.110, 3.7,14, 2.461, 0.167,-2.628, 1.835,-1.049, 2.457, 33.00,70.00, 102.00,181.00,23.00,  60.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607647624,JMA      ,2015-08-10,02:34:44.90, 38.8700, 141.6000, 75.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 31.00,22.00, 113.00,186.00,70.00,  81.00,  ,      ,64.00, 82.00,      ,25.00,283.00,      , 8.00,189.00
607647624,NIED     ,2015-08-10,02:34:44.99, 38.8682, 141.5950, 75.1,        ,NIED     ,15,7.540, 4.5,15, 5.810, 0.389,-6.199,-0.510,-1.535,-4.298, 17.00,28.00,  97.00,189.00,63.00,  86.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607648078,JMA      ,2015-08-10,09:44:34.70, 36.0800, 139.8800, 46.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 46.00,74.00,  88.00,234.00,16.00,  98.00,  ,      ,61.00,313.00,      ,29.00,138.00,      , 2.00, 47.00
607648078,NIED     ,2015-08-10,09:44:34.73, 36.0830, 139.8840, 46.2,        ,NIED     ,15,1.640, 4.1,15, 1.208,-1.009,-0.199, 0.806,-0.386, 0.801, 53.00,67.00,  79.00,260.00,25.00, 115.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607647981,NIED     ,2015-08-10,13:31:00.30, 38.3223, 141.8515, 47.2,        ,NIED     ,15,3.070, 4.3,15, 1.419, 0.057,-1.476, 1.704,-0.776, 1.958, 39.00,75.00, 101.00,182.00,19.00,  55.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608095790,JMA      ,2015-08-12,19:29:06.10, 36.4200, 140.6600, 53.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 20.00,67.00,  88.00,204.00,23.00,  94.00,  ,      ,68.00,286.00,      ,22.00,111.00,      , 2.00, 20.00
607652132,JMA      ,2015-08-13,00:42:31.00, 35.6900, 140.0700, 70.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,200.00,25.00, 111.00,358.00,67.00,  81.00,  ,      ,67.00,251.00,      ,21.00, 95.00,      , 9.00,  2.00
607652132,NIED     ,2015-08-13,00:42:31.09, 35.6913, 140.0668, 69.8,        ,NIED     ,14,6.760, 3.8,14, 4.768,-0.384,-4.384, 0.229, 0.637, 4.935,164.00,22.00,  76.00,359.00,69.00,  96.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608095807,NIED     ,2015-08-13,06:15:26.04, 38.7157, 142.2795, 38.2,        ,NIED     ,14,2.820, 3.6,14, 2.585,-0.211,-2.373, 0.289,-0.307, 1.261, 10.00,59.00,  92.00,186.00,31.00,  86.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607655235,ISC      ,2015-08-13,20:13:33.92, 37.1743, 141.4968, 45.0,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,104.53,23.73, -15.61,208.88,83.78,-112.95,  ,      ,34.80,318.50,      ,46.38, 95.33,      ,22.80,211.51
607655235,JMA      ,2015-08-13,20:13:32.90, 37.1700, 141.4400, 49.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 37.00,58.00,  93.00,212.00,32.00,  85.00,  ,      ,77.00,316.00,      ,13.00,125.00,      , 2.00,216.00
607655235,NIED     ,2015-08-13,20:13:32.92, 37.1650, 141.4378, 48.7,        ,NIED     ,16,5.860, 5.1,16, 3.587,-0.180,-3.408, 2.264,-1.803, 3.739, 30.00,69.00,  95.00,197.00,21.00,  78.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607655235,GCMT     ,2015-08-13,20:13:35.80, 37.2000, 141.5300, 40.9,TRUE    ,GCMT     ,16,8.014, 5.2,16, 6.070,-1.130,-4.940, 2.590,-2.770, 4.320, 30.00,64.00,  92.00,205.00,26.00,  86.00,16, 7.855,70.00,304.00,-8.174,19.00,118.00, 0.319, 2.00,209.00
607655235,NEIC     ,2015-08-13,20:13:37   , 37.1900, 141.4300, 40.5,TRUE    ,NEIC     ,16,6.650, 5.1,16, 4.352, 0.070,-4.422, 2.165,-1.672, 4.177, 25.00,68.00,  96.00,190.00,23.00,  76.00,16, 6.353,67.00,306.00,-6.906,23.00,111.00, 0.553, 5.00,203.00
608758796,JMA      ,2015-08-14,09:14:51.50, 35.7900, 139.9800, 57.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 31.00,68.00, 163.00,127.00,74.00,  23.00,  ,      ,27.00,350.00,      , 4.00,258.00,      ,63.00,160.00
608095884,NIED     ,2015-08-14,12:13:17.79, 38.9198, 141.9328, 51.0,        ,NIED     ,14,4.980, 3.7,14, 3.158,-0.373,-2.785, 0.959,-0.239, 3.867, 12.00,72.00,  93.00,181.00,19.00,  80.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
611836458,ISC      ,2015-08-15,23:44:19.58, 37.4799, 141.6645, 47.1,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 30.03,88.83, 103.16,125.01,13.21,   5.11,  ,      ,44.65,313.11,      ,42.38,107.44,      ,13.16,209.76
611836458,NIED     ,2015-08-15,23:44:19.20, 37.4833, 141.6118, 44.5,        ,NIED     ,15,4.900, 4.4,15, 2.510,-0.445,-2.065, 1.695,-0.711, 3.912, 23.00,75.00,  91.00,199.00,15.00,  86.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
611836458,NEIC     ,2015-08-15,23:44:19.80, 37.4600, 141.5867, 42.0,        ,NEIC     ,15,4.060, 4.3,15, 2.157,-0.235,-1.922, 1.097,-0.995, 3.171, 19.93,73.02,  86.77,210.87,17.28, 100.46,15, 3.948,62.00,285.00,-4.156,28.00,113.00, 0.208, 3.00, 21.00
611836481,ISC      ,2015-08-20,12:57:31.76, 38.7434, 142.2454, 42.4,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 78.23,39.66, -41.29,202.30,65.10,-121.92,  ,      ,14.28,314.99,      ,57.37, 68.41,      ,28.65,216.99
611836481,NIED     ,2015-08-20,12:57:31.03, 38.7207, 142.2545, 39.5,        ,NIED     ,15,9.370, 4.6,15,-1.500, 4.059,-2.558, 4.328, 0.979, 7.512,116.00,22.00, -10.00,215.00,86.00,-112.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608096302,JMA      ,2015-08-21,22:57:55.30, 36.0700, 139.8800, 46.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 41.00,78.00,  85.00,244.00,13.00, 113.00,  ,      ,57.00,304.00,      ,33.00,135.00,      , 5.00, 42.00
608096305,JMA      ,2015-08-21,23:43:06.20, 35.9900, 140.2500, 41.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 60.00,69.00,  90.00,240.00,21.00,  90.00,  ,      ,66.00,330.00,      ,24.00,150.00,      , 0.00, 60.00
607676814,JMA      ,2015-08-23,02:08:44.00, 38.8200, 141.5900, 74.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,136.00,39.00, 136.00,262.00,64.00,  60.00,  ,      ,59.00,128.00,      ,14.00, 14.00,      ,27.00,277.00
607676814,NIED     ,2015-08-23,02:08:44.01, 38.8162, 141.5925, 74.4,        ,NIED     ,15,2.310, 4.2,15, 1.292,-1.718, 0.426,-1.051, 0.520,-1.336,131.00,41.00, 147.00,248.00,69.00,  54.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607726206,NIED     ,2015-08-23,05:04:04.72, 36.6413, 141.0475, 28.5,        ,NIED     ,14,5.150, 3.7,14,-4.685, 0.184, 4.501,-1.082, 1.616,-1.285, 26.00,54.00, -81.00,191.00,37.00,-102.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607726208,NIED     ,2015-08-23,10:11:21.26, 36.1622, 141.0258, 45.1,        ,NIED     ,14,5.990, 3.8,14,-4.092, 4.929,-0.837,-3.319,-0.960,-1.753, 76.00,66.00,-113.00,303.00,33.00, -49.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607679706,NIED     ,2015-08-24,03:59:07.54, 37.9730, 142.4985, 36.6,        ,NIED     ,15,2.580, 4.2,15, 2.422,-0.865,-1.557,-0.258, 1.311,-0.605,155.00,50.00, 107.00,309.00,43.00,  70.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607677084,NIED     ,2015-08-24,05:49:44.47, 37.2925, 141.2118, 16.3,        ,NIED     ,16,1.050, 4.6,16,-1.083, 1.015, 0.068,-0.031,-0.032,-0.056, 89.00,46.00, -94.00,275.00,44.00, -86.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607677084,GCMT     ,2015-08-24,05:49:45.60, 37.3600, 141.0800, 12.9,TRUE    ,GCMT     ,16,1.455, 4.7,16,-1.370, 1.320, 0.040, 0.326, 0.004, 0.476,105.00,40.00, -65.00,253.00,54.00,-110.00,16, 1.362, 7.00,357.00,-1.549,72.00,111.00, 0.184,16.00,265.00
611836505,ISC      ,2015-08-24,18:24:37.60, 38.7426, 142.1893, 47.0,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 23.53,66.53,  74.35,238.65,27.96, 121.85,  ,      ,64.98,266.73,      ,20.06,125.25,      ,14.32, 29.90
611836505,NIED     ,2015-08-24,18:24:37.04, 38.7220, 142.1885, 41.5,        ,NIED     ,15,6.540, 4.5,15, 4.575,-0.701,-3.874, 2.087,-2.053, 4.000, 27.00,67.00,  91.00,205.00,23.00,  88.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607726238,NIED     ,2015-08-26,07:23:02.04, 37.2832, 141.8013, 44.1,        ,NIED     ,15,2.440, 4.2,15,-2.037, 2.136,-0.099, 1.035,-0.384, 0.613,117.00,36.00, -60.00,261.00,59.00,-110.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607685797,NIED     ,2015-08-27,21:47:16.00, 36.6042, 141.1667, 37.7,        ,NIED     ,14,5.130, 3.7,14,-4.195,-0.612, 4.807, 1.970, 0.789, 1.129,209.00,57.00, -64.00,347.00,41.00,-124.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
608096635,NIED     ,2015-08-27,22:37:50.70, 36.6060, 141.1705, 37.9,        ,NIED     ,14,4.860, 3.7,14,-3.355,-1.292, 4.647,-1.836, 1.400, 1.049, 42.00,50.00, -45.00,164.00,58.00,-130.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607695816,ISC      ,2015-08-28,14:46:19.96, 36.3830, 140.9564, 41.1,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 38.46,63.29,  97.88,201.34,27.77,  74.75,  ,      ,70.65,325.48,      ,17.93,122.61,      , 7.04,214.90
607695816,NIED     ,2015-08-28,14:46:19.49, 36.3537, 140.9337, 45.6,        ,NIED     ,16,1.570, 4.7,16, 0.707,-0.054,-0.653, 0.399,-0.447, 1.289, 18.00,75.00,  83.00,222.00,16.00, 113.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
607695816,GCMT     ,2015-08-28,14:46:23.20, 36.3300, 141.0700, 46.5,TRUE    ,GCMT     ,16,2.477, 4.9,16, 2.130,-0.765,-1.360, 0.621,-0.936, 1.180, 32.00,61.00,  86.00,220.00,29.00,  97.00,16, 2.525,73.00,292.00,-2.428,16.00,125.00,-0.093, 4.00, 34.00
