
International Seismological Centre
ISC: Focal Mechanism solutions

Any use of data from the ISC should be cited. The correct format for citations may be found on our citation page.

The ISC Bulletin has now been completely rebuilt for the period 1964-2010. As a result, the ISC hypocentre solutions and magnitudes for the entire period of 1964-latest are based on the ak135 velocity model and the location procedure that is currently used in operations. The Bulletin has been cleaned up and a considerable number of previously unavailable data of permanent and temporary seismic deployments have been added.

Once the search has completed, a compressed KML file will be available to view the results in Google Earth.

Make an event map
Search summary:
Database: ISC Bulletin
Search type: Rectangular search
Latitude range: 35 to 39
Longitude range: 139 to 143
Start date: 2000-09-01 00:00:00
End date: 2010-10-01 00:00:00
Events found: 2907

DATA_TYPE FOCAL_MECHANISM_SOLUTIONS
ISC Bulletin
--EVENT--|------------------------------ORIGIN------------------------------|FM AUTHOR|----MOMENT---|-----------MOMENT TENSOR COMPONENTS---------|---------------NODAL PLANES--------------|-----------------------PRINCIPAL AXES-------------------------|
 EVENT_ID,AUTHOR   ,DATE      ,TIME       ,LAT     ,LON      ,DEPTH,CENTROID,AUTHOR   ,EX,MO   ,MW  ,EX,MRR   ,MTT   ,MPP   ,MRT   ,MTP   ,MPR   ,STRIKE,DIP  ,RAKE   ,STRIKE,DIP  ,RAKE   ,EX,T_VAL ,T_PL ,T_AZM ,P_VAL ,P_PL ,P_AZM ,N_VAL ,N_PL ,N_AZM 
  9158143,JMA      ,2006-07-29,17:19:22.90, 36.1800, 140.1100, 52.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 42.00,72.00,  89.00,226.00,18.00,  94.00,  ,      ,63.00,310.00,      ,27.00,133.00,      , 1.00, 42.00
  9263157,JMA      ,2006-07-31,10:42:28.30, 37.0600, 141.1900, 49.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 39.00,77.00,  92.00,210.00,13.00,  82.00,  ,      ,58.00,311.00,      ,32.00,127.00,      , 2.00,218.00
  9263157,NIED     ,2006-07-31,10:42:00   , 37.1000, 141.2000, 71.0,        ,NIED     ,14,1.970, 3.5,  ,      ,      ,      ,      ,      ,      ,  8.00,77.00,  71.00,245.00,23.00, 145.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  9601909,JMA      ,2006-07-31,14:20:38.50, 36.0600, 139.9200, 47.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 49.00,77.00,  86.00,245.00,14.00, 106.00,  ,      ,58.00,314.00,      ,32.00,142.00,      , 4.00, 50.00
 10699703,NIED     ,2006-08-01,13:11:00   , 36.4000, 141.0000, 50.0,        ,NIED     ,15,1.850, 4.1,  ,      ,      ,      ,      ,      ,      , 21.00,14.00,  80.00,211.00,76.00,  92.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
 10699703,JMA      ,2006-08-01,13:11:42.70, 36.3700, 140.8900, 48.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,  9.00,86.00, -90.00,182.00, 4.00, -97.00,  ,      ,41.00, 99.00,      ,49.00,280.00,      , 0.00,  9.00
  9263354,NIED     ,2006-08-10,05:41:00   , 38.5000, 142.3000, 62.0,        ,NIED     ,14,2.910, 3.6,  ,      ,      ,      ,      ,      ,      ,200.00,52.00, 112.00,346.00,43.00,  64.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  8619333,NIED     ,2006-08-12,11:11:00   , 37.0000, 141.7000, 32.0,        ,NIED     ,15,2.480, 4.2,  ,      ,      ,      ,      ,      ,      , 25.00,89.00, 106.00,119.00,16.00,   5.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  9263437,NIED     ,2006-08-14,05:42:00   , 35.1000, 140.2000, 59.0,        ,NIED     ,14,7.380, 3.8,  ,      ,      ,      ,      ,      ,      ,201.00,28.00, 119.00,349.00,66.00,  76.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  9263437,JMA      ,2006-08-14,05:42:01.60, 35.1700, 140.2500, 72.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,150.00,14.00,  74.00,346.00,77.00,  94.00,  ,      ,58.00,261.00,      ,32.00, 73.00,      , 4.00,165.00
  9672567,JMA      ,2006-08-16,11:42:45.20, 38.5400, 141.7200, 53.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,  8.00,67.00,  87.00,195.00,23.00,  97.00,  ,      ,68.00,272.00,      ,22.00,100.00,      , 3.00,  9.00
  9263480,NIED     ,2006-08-16,19:55:00   , 38.8000, 141.6000, 41.0,        ,NIED     ,15,3.060, 4.3,  ,      ,      ,      ,      ,      ,      , 15.00,70.00, -74.00,156.00,26.00,-127.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  9263480,JMA      ,2006-08-16,19:55:26.70, 38.8400, 141.5900, 74.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 37.00,14.00, 123.00,184.00,78.00,  82.00,  ,      ,56.00, 84.00,      ,33.00,280.00,      , 7.00,185.00
  8966089,NIED     ,2006-08-17,03:45:00   , 38.8000, 141.6000, 74.0,        ,NIED     ,15,2.390, 4.2,  ,      ,      ,      ,      ,      ,      , 18.00,26.00, 112.00,173.00,66.00,  80.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  8966089,JMA      ,2006-08-17,03:45:20.20, 38.8400, 141.5900, 75.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 21.00,26.00, 137.00,151.00,72.00,  70.00,  ,      ,58.00, 34.00,      ,25.00,256.00,      ,19.00,157.00
  9263514,JMA      ,2006-08-18,00:27:22.40, 36.2300, 140.8900, 47.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,247.00,36.00, 168.00,347.00,83.00,  54.00,  ,      ,41.00,224.00,      ,29.00,105.00,      ,35.00,352.00
  9263514,NIED     ,2006-08-18,00:27:00   , 36.3000, 140.9000, 59.0,        ,NIED     ,14,4.200, 3.7,  ,      ,      ,      ,      ,      ,      ,154.00,81.00, -54.00,256.00,37.00,-166.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  9263536,NIED     ,2006-08-19,11:43:00   , 35.7000, 140.8000, 65.0,        ,NIED     ,15,1.600, 4.1,  ,      ,      ,      ,      ,      ,      ,  4.00,89.00,  85.00,260.00, 5.00, 166.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  9263536,JMA      ,2006-08-19,11:43:26.70, 35.6800, 140.7300, 48.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,  3.00,69.00,  71.00,227.00,28.00, 131.00,  ,      ,61.00,244.00,      ,22.00,107.00,      ,18.00, 10.00
  9263576,NIED     ,2006-08-21,07:33:00   , 37.9000, 142.4000, 17.0,        ,NIED     ,13,8.010, 3.2,  ,      ,      ,      ,      ,      ,      , 75.00,23.00, 140.00,203.00,75.00,  72.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  9263614,NIED     ,2006-08-23,01:33:00   , 36.2000, 142.0000, 23.0,        ,NIED     ,14,3.110, 3.6,  ,      ,      ,      ,      ,      ,      , 56.00,80.00, 123.00,161.00,34.00,  18.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  9263683,JMA      ,2006-08-26,22:52:55.70, 36.0100, 139.4900, 61.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 34.00,50.00,  31.00,283.00,67.00, 136.00,  ,      ,47.00,241.00,      ,10.00,342.00,      ,41.00, 81.00
  9263683,NIED     ,2006-08-26,22:53:00   , 36.0000, 139.5000, 71.0,        ,NIED     ,14,3.870, 3.7,  ,      ,      ,      ,      ,      ,      , 95.00,45.00, 129.00,227.00,57.00,  58.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  8966368,NIED     ,2006-08-27,18:02:00   , 35.9000, 141.6000, 26.0,        ,NIED     ,15,1.110, 4.0,  ,      ,      ,      ,      ,      ,      , 17.00,72.00,  85.00,212.00,18.00, 105.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
 10700105,NIED     ,2006-08-27,18:20:00   , 35.9000, 141.6000, 26.0,        ,NIED     ,15,3.320, 4.3,  ,      ,      ,      ,      ,      ,      , 16.00,69.00,  85.00,211.00,21.00, 104.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
 10700109,NIED     ,2006-08-28,07:45:00   , 36.1000, 141.2000, 29.0,        ,NIED     ,15,2.960, 4.2,  ,      ,      ,      ,      ,      ,      , 32.00,86.00, -96.00,272.00, 7.00, -31.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
 10700109,JMA      ,2006-08-28,07:45:04.60, 36.0800, 141.1800, 44.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,  4.00,67.00,-118.00,239.00,36.00, -42.00,  ,      ,17.00,115.00,      ,58.00,235.00,      ,26.00, 16.00
 10700144,NIED     ,2006-08-31,08:18:00   , 35.6000, 140.0000, 77.0,        ,NIED     ,16,1.660, 4.7,  ,      ,      ,      ,      ,      ,      ,  2.00,68.00,  96.00,166.00,23.00,  75.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
 10700144,JMA      ,2006-08-31,08:18:18.60, 35.6300, 140.0200, 76.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,  4.00,64.00,  89.00,187.00,26.00,  92.00,  ,      ,71.00,272.00,      ,19.00, 95.00,      , 1.00,  5.00
  9189785,JMA      ,2006-09-04,22:09:38.80, 38.9100, 141.6400, 72.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 10.00,72.00,-102.00,224.00,21.00, -57.00,  ,      ,26.00,109.00,      ,61.00,262.00,      ,11.00, 13.00
  9263882,NIED     ,2006-09-05,22:42:00   , 36.8000, 141.8000, 20.0,        ,NIED     ,14,6.330, 3.8,  ,      ,      ,      ,      ,      ,      ,215.00,20.00, 136.00,347.00,76.00,  75.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
 11121448,ISC      ,2006-09-06,18:06:32.12, 35.5522, 141.0017, 43.0,        ,ISC      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 45.91,64.80, 119.95,172.37,38.37,  43.30,  ,      ,58.81,358.88,      ,14.68,114.51,      ,26.85,212.13
 11121448,NIED     ,2006-09-06,18:06:00   , 35.6000, 141.2000, 38.0,        ,NIED     ,16,6.460, 5.1,  ,      ,      ,      ,      ,      ,      ,  5.00,80.00,  88.00,197.00,10.00, 102.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
 11121448,JMA      ,2006-09-06,18:06:31.20, 35.5900, 141.0600, 38.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,198.00,27.00, 118.00,347.00,66.00,  76.00,  ,      ,66.00,233.00,      ,20.00, 87.00,      ,12.00,352.00
 11121448,GCMT     ,2006-09-06,18:06:34.60, 35.5200, 141.2700, 44.3,TRUE    ,GCMT     ,16,6.522, 5.1,16, 5.840,-0.406,-5.440, 0.845,-1.150, 2.930, 14.00,59.00,  92.00,191.00,31.00,  87.00,16, 6.599,76.00,289.00,-6.444,14.00,103.00,-0.161, 2.00,193.00
 11121452,NIED     ,2006-09-07,01:57:00   , 35.6000, 140.2000, 68.0,        ,NIED     ,16,1.580, 4.7,  ,      ,      ,      ,      ,      ,      ,206.00,23.00, 123.00,351.00,71.00,  77.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
 11121452,JMA      ,2006-09-07,01:57:38.70, 35.6600, 140.1800, 69.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 19.00,89.00,  90.00,173.00, 1.00,  63.00,  ,      ,46.00,290.00,      ,44.00,109.00,      , 0.00, 19.00
 11121452,GCMT     ,2006-09-07,01:57:41.80, 35.5400, 140.3100, 59.7,TRUE    ,GCMT     ,16,2.340, 4.8,16, 1.790, 0.539,-2.330,-0.351,-0.466, 0.913,208.00,37.00, 119.00,353.00,58.00,  70.00,16, 2.109,69.00,219.00,-2.571,11.00, 97.00, 0.461,17.00,  4.00
  9263934,NIED     ,2006-09-07,03:45:00   , 35.3000, 141.2000, 32.0,        ,NIED     ,15,1.760, 4.1,  ,      ,      ,      ,      ,      ,      , 65.00,48.00,  13.00,326.00,80.00, 137.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  9263938,JMA      ,2006-09-07,22:50:48.90, 35.6800, 140.1500, 76.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,102.00,71.00, -15.00,197.00,75.00,-160.00,  ,      , 3.00,329.00,      ,24.00, 60.00,      ,66.00,232.00
  9263938,NIED     ,2006-09-07,22:51:00   , 35.7000, 140.2000, 71.0,        ,NIED     ,14,6.340, 3.8,  ,      ,      ,      ,      ,      ,      , 99.00,68.00, -47.00,211.00,47.00,-150.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  9263962,NIED     ,2006-09-08,17:40:00   , 35.2000, 140.2000, 14.0,        ,NIED     ,14,2.190, 3.5,  ,      ,      ,      ,      ,      ,      ,110.00,19.00, -66.00,265.00,73.00, -98.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  8715208,NIED     ,2006-09-09,10:36:00   , 38.3000, 142.1000, 68.0,        ,NIED     ,16,1.030, 4.6,  ,      ,      ,      ,      ,      ,      , 95.00,48.00, -21.00,200.00,74.00,-136.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  8715208,JMA      ,2006-09-09,10:36:03.60, 38.2800, 142.0400, 67.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 91.00,51.00, -14.00,190.00,79.00,-141.00,  ,      ,18.00,315.00,      ,35.00, 58.00,      ,49.00,203.00
  9674397,JMA      ,2006-09-09,19:24:52.40, 36.3200, 140.0300, 72.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,  6.00,61.00,  87.00,192.00,29.00,  96.00,  ,      ,74.00,267.00,      ,16.00, 98.00,      , 3.00,  7.00
  9263998,NIED     ,2006-09-10,10:58:00   , 36.2000, 141.3000, 26.0,        ,NIED     ,14,6.760, 3.8,  ,      ,      ,      ,      ,      ,      ,159.00,58.00, 109.00,305.00,37.00,  62.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  9264001,NIED     ,2006-09-10,21:36:00   , 37.8000, 142.3000, 23.0,        ,NIED     ,14,1.320, 3.3,  ,      ,      ,      ,      ,      ,      ,  9.00,60.00,  81.00,206.00,31.00, 105.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  9264057,NIED     ,2006-09-12,19:31:00   , 36.6000, 141.3000, 44.0,        ,NIED     ,15,1.240, 4.0,  ,      ,      ,      ,      ,      ,      ,105.00,34.00, -70.00,261.00,58.00,-103.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  9264057,JMA      ,2006-09-12,19:31:22.60, 36.5800, 141.1900, 48.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,114.00,49.00, -59.00,252.00,49.00,-121.00,  ,      , 0.00,183.00,      ,67.00, 93.00,      ,23.00,273.00
 10082194,JMA      ,2006-09-12,20:25:28.30, 36.5800, 141.2000, 45.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 66.00,85.00,  98.00,184.00,10.00,  28.00,  ,      ,49.00,345.00,      ,40.00,148.00,      , 8.00,245.00
 11121533,NIED     ,2006-09-13,15:07:00   , 36.0000, 141.4000, 23.0,        ,NIED     ,14,8.450, 3.9,  ,      ,      ,      ,      ,      ,      , 20.00,57.00,  87.00,205.00,33.00,  94.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  9264198,NIED     ,2006-09-19,08:42:00   , 37.2000, 142.2000, 35.0,        ,NIED     ,14,2.320, 3.5,  ,      ,      ,      ,      ,      ,      ,212.00,44.00, 153.00,322.00,72.00,  49.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  8751350,NIED     ,2006-09-21,17:32:00   , 36.4000, 141.2000, 35.0,        ,NIED     ,15,1.090, 4.0,  ,      ,      ,      ,      ,      ,      , 19.00,73.00,  83.00,221.00,18.00, 111.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  8751350,JMA      ,2006-09-21,17:32:03.40, 36.3800, 141.1100, 48.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 14.00,79.00,  89.00,199.00,11.00,  95.00,  ,      ,56.00,283.00,      ,34.00,105.00,      , 1.00, 14.00
  9264258,JMA      ,2006-09-22,10:15:10.90, 37.7600, 141.1000, 65.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,124.00,88.00, -86.00,238.00, 5.00,-156.00,  ,      ,43.00,210.00,      ,47.00, 39.00,      , 4.00,304.00
  9264258,NIED     ,2006-09-22,10:15:00   , 37.8000, 141.1000, 35.0,        ,NIED     ,14,3.290, 3.6,  ,      ,      ,      ,      ,      ,      , 95.00,42.00, -23.00,202.00,75.00,-130.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  9264270,NIED     ,2006-09-22,21:33:00   , 36.4000, 141.5000, 23.0,        ,NIED     ,15,1.370, 4.0,  ,      ,      ,      ,      ,      ,      , 25.00,70.00,  87.00,212.00,20.00,  97.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  9264654,NIED     ,2006-09-27,00:18:00   , 37.8000, 142.2000,  5.0,        ,NIED     ,14,3.650, 3.6,  ,      ,      ,      ,      ,      ,      , 58.00, 8.00, 141.00,187.00,85.00,  84.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  9264735,NIED     ,2006-09-29,02:26:00   , 37.9000, 140.6000,119.0,        ,NIED     ,14,5.020, 3.7,  ,      ,      ,      ,      ,      ,      ,  5.00,24.00, -93.00,188.00,66.00, -89.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  9264735,JMA      ,2006-09-29,02:26:09.30, 37.8700, 140.5900,124.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 12.00,25.00, -80.00,180.00,66.00, -95.00,  ,      ,21.00,274.00,      ,69.00, 81.00,      , 4.00,182.00
 11121891,NIED     ,2006-10-01,17:07:00   , 38.5000, 142.8000, 65.0,        ,NIED     ,16,3.850, 5.0,  ,      ,      ,      ,      ,      ,      ,125.00,53.00, -41.00,243.00,58.00,-135.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
 11121891,GCMT     ,2006-10-01,17:07:27.00, 38.6400, 142.9100, 62.6,TRUE    ,GCMT     ,16,4.878, 5.1,16,-0.560, 4.430,-3.870, 0.448,-0.282, 2.560,133.00,66.00, -18.00,230.00,74.00,-155.00,16, 4.470, 5.00,  0.00,-5.285,29.00, 93.00, 0.815,61.00,262.00
  9265005,NIED     ,2006-10-05,13:43:00   , 35.7000, 140.1000, 65.0,        ,NIED     ,14,3.220, 3.6,  ,      ,      ,      ,      ,      ,      ,217.00,31.00, 141.00,341.00,71.00,  65.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  9265005,JMA      ,2006-10-05,13:43:41.60, 35.6900, 140.0700, 69.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,  5.00,66.00,  90.00,185.00,24.00,  90.00,  ,      ,69.00,275.00,      ,21.00, 95.00,      , 0.00,  5.00
 10093264,JMA      ,2006-10-09,20:11:17.60, 38.7900, 141.6000, 71.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 88.00,48.00, 142.00,206.00,63.00,  49.00,  ,      ,53.00, 66.00,      , 9.00,324.00,      ,36.00,228.00
 11122047,NIED     ,2006-10-10,23:58:00   , 37.2000, 143.1000, 11.0,        ,NIED     ,17,2.970, 5.6,  ,      ,      ,      ,      ,      ,      , 11.00,69.00,  80.00,217.00,23.00, 115.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
 11122047,NEIC     ,2006-10-10,23:58:04.00, 37.1970, 142.6640,  9.0,        ,NEIC     ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 25.00,75.00,  90.00,205.00,15.00,  90.00,  ,      ,60.00,295.00,      ,30.00,115.00,      , 0.00,  0.00
 11122047,NEIC     ,2006-10-10,23:58:04.00, 37.1970, 142.6640,  9.0,        ,NEIC     ,18,1.300, 6.0,18, 0.210, 0.120,-0.320, 0.620,-0.060, 1.120, 29.00,85.00,  97.00,157.00, 9.00,  38.00,18, 1.280,50.00,306.00,-1.340,39.00,113.00, 0.070, 7.00,208.00
 11122047,GCMT     ,2006-10-10,23:58:08.20, 37.2000, 143.0400, 19.1,TRUE    ,GCMT     ,17,3.834, 5.7,17, 2.260,-0.422,-1.840, 1.280,-0.941, 2.800, 25.00,72.00,  89.00,208.00,18.00,  93.00,17, 3.810,63.00,293.00,-3.858,27.00,116.00, 0.045, 1.00, 25.00
 11122093,NIED     ,2006-10-13,01:18:00   , 37.3000, 143.0000, 20.0,        ,NIED     ,16,1.680, 4.8,  ,      ,      ,      ,      ,      ,      , 11.00,66.00,  74.00,227.00,29.00, 122.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
 11122093,GCMT     ,2006-10-13,01:18:53.70, 37.3900, 143.0300, 18.5,TRUE    ,GCMT     ,16,2.951, 4.9,16, 1.510,-0.414,-1.090, 0.608,-0.654, 2.470, 17.00,75.00,  83.00,223.00,17.00, 116.00,16, 3.011,59.00,276.00,-2.890,30.00,113.00,-0.115, 7.00, 18.00
 10094736,JMA      ,2006-10-14,07:34:31.60, 37.5000, 141.2800, 79.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 30.00,29.00, -62.00,178.00,64.00,-105.00,  ,      ,18.00,279.00,      ,67.00, 61.00,      ,13.00,185.00
  9265280,NIED     ,2006-10-14,11:35:00   , 36.9000, 141.7000, 32.0,        ,NIED     ,14,3.570, 3.6,  ,      ,      ,      ,      ,      ,      ,178.00,73.00, -61.00,296.00,33.00,-148.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
 11122120,NIED     ,2006-10-14,11:37:00   , 36.9000, 141.7000, 32.0,        ,NIED     ,15,3.870, 4.3,  ,      ,      ,      ,      ,      ,      , 21.00,84.00,  83.00,248.00, 9.00, 137.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  9265281,NIED     ,2006-10-14,11:43:00   , 36.9000, 141.7000, 26.0,        ,NIED     ,14,3.960, 3.7,  ,      ,      ,      ,      ,      ,      , 20.00,88.00,  87.00,259.00, 4.00, 148.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  9265299,NIED     ,2006-10-15,10:58:00   , 36.0000, 140.1000, 65.0,        ,NIED     ,14,9.220, 3.9,  ,      ,      ,      ,      ,      ,      ,182.00,25.00, 111.00,339.00,67.00,  80.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  9265299,JMA      ,2006-10-15,10:58:36.70, 35.9900, 140.0800, 63.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,203.00,29.00, 140.00,329.00,72.00,  67.00,  ,      ,57.00,209.00,      ,24.00, 77.00,      ,22.00,337.00
 10095296,NIED     ,2006-10-16,07:17:00   , 38.0000, 142.5000, 23.0,        ,NIED     ,14,2.630, 3.5,  ,      ,      ,      ,      ,      ,      ,201.00,45.00, 107.00,357.00,47.00,  73.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
 11122161,NIED     ,2006-10-17,19:19:00   , 37.5000, 143.0000, 20.0,        ,NIED     ,16,1.430, 4.7,  ,      ,      ,      ,      ,      ,      , 14.00,68.00,  83.00,212.00,23.00, 106.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
 11122161,GCMT     ,2006-10-17,19:19:15.70, 37.4500, 142.9800, 28.4,TRUE    ,GCMT     ,16,1.790, 4.8,16, 1.270,-0.091,-1.180, 0.619,-0.438, 1.060, 27.00,67.00,  96.00,191.00,24.00,  76.00,16, 1.770,68.00,309.00,-1.810,22.00,112.00, 0.040, 6.00,204.00
 11122163,NIED     ,2006-10-17,22:53:00   , 35.7000, 139.9000, 59.0,        ,NIED     ,15,2.350, 4.2,  ,      ,      ,      ,      ,      ,      , 95.00,32.00, -25.00,207.00,77.00,-120.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
 11122163,JMA      ,2006-10-17,22:53:27.00, 35.7000, 139.9200, 56.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 99.00,48.00, -24.00,206.00,73.00,-136.00,  ,      ,15.00,327.00,      ,43.00, 72.00,      ,43.00,223.00
 10096114,JMA      ,2006-10-18,20:25:30.70, 36.3400, 140.0800, 72.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,156.00,83.00, -85.00,296.00, 9.00,-130.00,  ,      ,38.00,241.00,      ,51.00, 72.00,      , 5.00,335.00
 10097718,JMA      ,2006-10-23,12:24:20.80, 36.1900, 140.0200, 52.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 37.00,76.00,  96.00,194.00,15.00,  68.00,  ,      ,58.00,314.00,      ,31.00,122.00,      , 5.00,215.00
  9197130,NIED     ,2006-10-25,22:58:00   , 37.0000, 141.6000, 41.0,        ,NIED     ,15,2.860, 4.2,  ,      ,      ,      ,      ,      ,      , 30.00,74.00,  89.00,214.00,16.00,  94.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  9266315,NIED     ,2006-10-26,08:46:00   , 37.7000, 141.8000, 50.0,        ,NIED     ,14,2.640, 3.5,  ,      ,      ,      ,      ,      ,      , 18.00,72.00,  79.00,229.00,21.00, 120.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
 10106883,JMA      ,2006-10-27,05:52:44.50, 35.8900, 139.6300, 55.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 89.00,39.00,  95.00,262.00,51.00,  86.00,  ,      ,83.00,148.00,      , 6.00,355.00,      , 3.00,265.00
  9266337,JMA      ,2006-10-27,08:37:51.10, 35.0800, 140.2100, 61.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 71.00,40.00, 164.00,174.00,80.00,  51.00,  ,      ,42.00, 47.00,      ,25.00,293.00,      ,38.00,182.00
  9266337,NIED     ,2006-10-27,08:38:00   , 35.1000, 140.2000, 56.0,        ,NIED     ,14,9.290, 3.9,  ,      ,      ,      ,      ,      ,      , 59.00,34.00, 133.00,191.00,66.00,  65.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
  9266364,JMA      ,2006-10-28,13:15:15.60, 37.5200, 141.4600, 48.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      ,  7.00,73.00,  84.00,207.00,18.00, 109.00,  ,      ,61.00,269.00,      ,28.00,102.00,      , 6.00,  9.00
  9266364,NIED     ,2006-10-28,13:15:00   , 37.5000, 141.5000, 56.0,        ,NIED     ,14,3.150, 3.6,  ,      ,      ,      ,      ,      ,      , 28.00,65.00,  73.00,244.00,31.00, 122.00,  ,      ,     ,      ,      ,     ,      ,      ,     ,      
 10107743,JMA      ,2006-10-29,17:49:50.30, 36.3500, 140.9800, 47.0,        ,JMA      ,  ,     ,    ,  ,      ,      ,      ,      ,      ,      , 57.00,82.00,  94.00,212.00, 9.00,  64.00,  ,      ,53.00,332.00,      ,37.00,144.00,      , 4.00,237.00
